1 106387216 106666000
2 106114732 106387216
3 106088488 106114732
4 106068202 106088488
5 105910216 106068202
6 105667456 105910216
7 105113672 105667456
8 105083621 105113672
9 101799991 105083621
10 100402285 101799991
11 100382645 100402285
12 100073409 100382645
13 99849143 100073409
14 99838223 99849143
15 99272463 99838223
16 95100517 99272463
17 94982482 95100517
18 94155246 94982482
19 91850484 94155246
20 90760668 91850484
21 90581676 90760668
22 90168756 90581676
23 89758128 90168756
24 86206425 89758128
25 85898450 86206425
26 85501898 85898450
27 83039196 85501898
28 81801744 83039196
29 81101116 81801744
30 81054328 81101116
31 81039028 81054328
33 78401372 81039028
34 78315704 78401372
35 78285200 78315704
36 77681928 78285200
37 76940404 77681928
38 76377692 76940404
39 75509324 76377692
40 75345658 75509324
42 75265754 75345658
43 75072082 75265754
44 72666562 75072082
46 72650070 72666562
47 72512070 72650070
48 71713650 72512070
49 70519708 71713650
50 70037746 70519708
51 69095371 70037746
52 67199932 69095371
55 67189492 67199932
56 66376972 67189492
57 65927138 66376972
58 64779778 65927138
61 64113098 64779778
62 62440626 64113098
63 61842238 62440626
64 61394866 61842238
65 61179250 61394866
66 61176562 61179250
67 60071926 61176562
68 59956118 60071926
69 59406800 59956118
71 57977552 59406800
73 56970455 57977552
76 56771743 56970455
77 56586649 56771743
80 56501905 56586649
81 56087041 56501905
84 55048453 56087041
85 54722053 55048453
86 54078563 54722053
87 54074051 54078563
90 54072283 54074051
93 53677867 54072283
94 53026275 53677867
95 52520367 53026275
96 51498899 52520367
97 49417183 51498899
99 48873255 49417183
100 48850215 48873255
101 48590520 48850215
102 46315320 48590520
108 46275540 46315320
109 46234346 46275540
110 45085681 46234346
111 44190573 45085681
112 44066288 44190573
113 44023700 44066288
114 43584716 44023700
115 43345514 43584716
116 43336882 43345514
117 43299062 43336882
118 42097642 43299062
119 40986604 42097642
120 40262736 40986604
122 38723098 40262736
123 38675698 38723098
124 38434948 38675698
126 37716888 38434948
127 37638504 37716888
128 36148236 37638504
129 36067384 36148236
130 34643428 36067384
131 34535078 34643428
133 34371058 34535078
135 33949762 34371058
137 33784982 33949762
138 33336182 33784982
142 32344107 33336182
143 32310801 32344107
144 32113401 32310801
146 31621819 32113401
148 31469422 31621819
151 31358142 31469422
152 31353756 31358142
153 31309410 31353756
154 31116902 31309410
156 28145222 31116902
157 27128570 28145222
158 26718650 27128570
159 25395134 26718650
160 25369318 25395134
161 25240610 25369318
162 25154594 25240610
163 24985964 25154594
164 24039084 24985964
165 24038220 24039084
166 23910465 24038220
167 23807409 23910465
169 23510225 23807409
171 23343085 23510225
174 22772809 23343085
176 22364149 22772809
177 21421477 22364149
178 21418663 21421477
179 21364007 21418663
181 21215975 21364007
182 21160215 21215975
184 20836115 21160215
185 20822315 20836115
186 20556299 20822315
188 20539499 20556299
189 20357755 20539499
190 19743883 20357755
192 19583063 19743883
193 19530143 19583063
196 19524619 19530143
197 19366395 19524619
198 18376289 19366395
199 18215137 18376289
201 18111681 18215137
203 16149929 18111681
204 16090307 16149929
209 15799835 16090307
211 14836483 15799835
212 14818123 14836483
213 14730266 14818123
215 14401754 14730266
216 14125754 14401754
217 14107514 14125754
218 14104386 14107514
219 13923282 14104386
220 13922742 13923282
223 13383014 13922742
225 13139001 13383014
226 13120151 13139001
227 12909719 13120151
229 12822320 12909719
234 12801840 12822320
236 12766029 12801840
237 12415155 12766029
240 12319091 12415155
241 12206571 12319091
243 12163118 12206571
244 12108602 12163118
245 11817662 12108602
248 11801390 11817662
250 11456630 11801390
254 11403110 11456630
255 11379344 11403110
256 11316884 11379344
258 11100953 11316884
260 11090427 11100953
262 11057595 11090427
264 10976091 11057595
266 10950807 10976091
272 10947881 10950807
275 10431486 10947881
277 9849862 10431486
278 9801353 9849862
279 9791459 9801353
282 9780200 9791459
283 9770860 9780200
286 9702820 9770860
287 9687584 9702820
289 9482912 9687584
290 8828096 9482912
291 8675047 8828096
294 8373946 8675047
302 8284088 8373946
303 8042864 8284088
305 7992016 8042864
307 7180784 7992016
308 7175908 7180784
310 7035140 7175908
312 6995138 7035140
313 6992570 6995138
315 6889114 6992570
318 6728910 6889114
319 6402110 6728910
321 6008861 6402110
327 5885773 6008861
329 5543893 5885773
331 5528269 5543893
336 5246581 5528269
338 4779789 5246581
340 4597817 4779789
342 4554725 4597817
345 4451045 4554725
347 4399073 4451045
352 4379363 4399073
354 4315124 4379363
358 4191682 4315124
359 4181102 4191682
362 4072538 4181102
363 3818030 4072538
364 3653402 3818030
365 3629006 3653402
367 3623906 3629006
368 3563922 3623906
369 3515510 3563922
371 3251265 3515510
373 3238465 3251265
379 3159517 3238465
383 3142129 3159517
385 3049857 3142129
386 2969347 3049857
390 2653955 2969347
391 2592031 2653955
393 2395855 2592031
394 2261175 2395855
402 2104535 2261175
403 2096735 2104535
406 2028047 2096735
410 1849375 2028047
412 1789087 1849375
415 1771615 1789087
416 1752309 1771615
423 1733133 1752309
424 1694601 1733133
425 1677955 1694601
427 1448239 1677955
429 1422265 1448239
430 1366993 1422265
433 1356749 1366993
436 1348109 1356749
438 1326312 1348109
441 1297940 1326312
445 1280840 1297940
446 1242984 1280840
449 1207312 1242984
455 1089296 1207312
459 1086299 1089296
461 1081959 1086299
462 1056439 1081959
465 1033403 1056439
468 960827 1033403
471 930452 960827
479 914436 930452
482 898244 914436
489 837064 898244
490 836392 837064
491 836392 836392
493 786272 836392
494 771312 786272
507 762284 771312
509 726479 762284
518 720783 726479
520 719649 720783
524 711961 719649
525 636981 711961
567 622317 636981
568 593379 622317
574 590339 593379
577 583727 590339
578 573929 583727
583 568683 573929
586 556851 568683
588 528735 556851
589 503131 528735
593 500931 503131
602 497891 500931
605 476375 497891
616 475625 476375
619 472421 475625
621 467213 472421
625 463333 467213
629 460653 463333
634 432723 460653
649 416079 432723
684 388663 416079
715 386971 388663
717 356443 386971
720 355793 356443
724 328793 355793
728 316471 328793
730 261951 316471
733 261215 261951
737 260759 261215
778 259057 260759
784 247377 259057
789 247377 247377
792 246537 247377
795 244929 246537
809 238593 244929
817 230704 238593
818 206836 230704
825 168610 206836
834 156110 168610
860 143294 156110
861 142086 143294
864 138810 142086
866 132730 138810
880 132398 132730
884 131783 132398
894 127091 131783
901 127091 127091
910 113491 127091
913 111287 113491
920 110527 111287
928 110259 110527
979 109935 110259
994 108115 109935
1009 101992 108115
1024 98884 101992
1035 98204 98884
1040 95760 98204
1065 95718 95760
1088 94770 95718
1090 92118 94770
1095 87870 92118
1147 87412 87870
1155 84974 87412
1162 75702 84974
1219 75128 75702
1224 72824 75128
1227 72684 72824
1240 72684 72684
1281 71872 72684
1282 71632 71872
1286 63913 71632
1294 57865 63913
1346 57685 57865
1355 55133 57685
1360 49281 55133
1403 48765 49281
1412 43920 48765
1425 43890 43920
1485 42054 43890
1487 41662 42054
1496 38782 41662
1506 38446 38782
1527 38229 38446
1534 38125 38229
1539 34725 38125
1543 28818 34725
1559 28266 28818
1568 28266 28266
1569 27076 28266
1573 26152 27076
1574 25987 26152
1629 24503 25987
1630 23807 24503
1632 22703 23807
1635 21183 22703
1662 21115 21183
1667 20871 21115
1669 20571 20871
1740 19171 20571
1750 18681 19171
1761 17669 18681
1813 17088 17669
1860 17088 17088
1872 14980 17088
1918 14836 14980
1952 14770 14836
1961 14708 14770
1966 13908 14708
1974 13260 13908
2047 13116 13260
2055 11036 13116
2075 10376 11036
2207 10360 10376
2285 10330 10360
2300 10296 10330
2304 9621 10296
2345 9397 9621
2349 9397 9397
2381 9253 9397
2393 9049 9253
2465 7569 9049
2467 7543 7569
2468 7543 7543
2473 7505 7543
2687 6798 7505
2725 6738 6798
2727 6538 6738
2729 6306 6538
2735 6238 6306
2777 6094 6238
2870 6088 6094
2907 5962 6088
2920 5938 5962
2962 5722 5938
2989 5626 5722
3019 5540 5626
3062 4540 5540
3106 4241 4540
3153 4241 4241
3235 4151 4241
3284 3941 4151
3306 3713 3941
3340 3468 3713
3364 3422 3468
3391 3422 3422
3475 3266 3422
3542 3258 3266
3595 3041 3258
3606 2807 3041
3659 2807 2807
3698 2733 2807
3735 2733 2733
3743 2589 2733
3980 2505 2589
4080 2504 2505
4094 2336 2504
4176 2336 2336
4216 2300 2336
4222 2271 2300
4346 2271 2271
4355 2127 2271
4377 2112 2127
4525 2094 2112
4601 2058 2094
4636 2044 2058
4658 2012 2044
4726 1994 2012
4775 1972 1994
4779 1840 1972
4849 1812 1840
4875 1790 1812
5068 1772 1790
5085 1756 1772
5231 1714 1756
5236 1670 1714
5297 1502 1670
5512 1454 1502
5544 1438 1454
5601 1438 1438
5646 1438 1438
5676 1388 1438
5768 1380 1388
5772 1248 1380
5852 1238 1248
5886 1212 1238
5887 1210 1212
6085 1186 1210
6099 1126 1186
6130 1126 1126
6160 1118 1126
6211 1108 1118
6261 1096 1108
6295 1096 1096
6367 1066 1096
6368 1056 1066
6377 1036 1056
6589 1000 1036
6647 986 1000
6692 986 986
6695 986 986
6783 970 986
6801 952 970
6812 916 952
6881 916 916
6904 904 916
6923 832 904
6957 748 832
6971 724 748
6988 708 724
7110 708 708
7197 692 708
7277 690 692
7429 690 690
7534 678 690
7603 666 678
7744 648 666
7873 573 648
7935 549 573
8052 549 549
8190 523 549
8290 523 523
8369 503 523
8510 503 503
8570 503 503
8666 467 503
8730 452 467
8798 443 452
8839 443 443
8879 443 443
8903 415 443
8989 415 415
9251 415 415
9505 415 415
9664 415 415
9730 415 415
9770 415 415
9853 400 415
9913 400 400
9926 394 400
9931 378 394
10042 366 378
10091 354 366
10126 354 354
10232 354 354
10314 346 354
10592 322 346
10722 322 322
10918 318 322
10998 302 318
11018 302 302
11052 298 302
11359 298 298
11565 284 298
11575 280 284
11740 280 280
11986 280 280
12324 280 280
12401 279 280
12459 279 279
12721 279 279
13193 279 279
13330 279 279
13529 263 279
13531 263 263
13609 263 263
14113 223 263
14573 233 223
14595 233 223
14623 235 223
14651 251 223
14996 11805 223
15010 11789 223
15026 11285 223
15032 10333 223
15033 10303 223
15095 10313 223
15108 9733 223
15124 9717 223
15143 9637 223
15144 10470 223
15176 10494 223
15207 10366 223
15234 10351 223
15266 10093 223
15287 9841 223
15297 9827 223
15339 9822 223
15369 9772 223
15447 9722 223
15534 9610 223
15602 9250 223
15680 9162 223
15681 7743 223
15719 7727 223
15736 6967 223
15769 6927 223
15889 6919 223
15891 6899 223
15897 6767 223
15921 6719 223
15923 6437 223
16073 6401 223
16207 4791 223
16317 4515 223
16346 4455 223
16381 4455 223
16384 4295 223
16400 3995 223
16414 3839 223
16425 3839 223
16460 3669 223
16484 3445 223
16487 3255 223
16499 3199 223
16500 3175 223
16571 2983 223
16683 2951 223
16698 2855 223
16732 2717 223
16736 2717 223
16793 2589 223
16810 2251 223
16848 2163 223
16870 2093 223
16872 1973 223
16929 1965 223
17073 1965 223
17083 1965 223
17150 1825 223
17232 1761 223
17260 1752 223
17276 1674 223
17329 1638 223
17351 1638 223
17352 1608 223
17353 1548 223
17485 1548 223
17494 1548 223
17574 1356 223
17579 1342 223
17726 1202 223
17776 1202 223
17959 1146 223
18030 1142 223
18049 1082 223
18203 1082 223
18279 1040 223
18346 998 223
18534 950 223
18584 880 223
18627 880 223
18767 872 223
18849 860 223
18940 820 223
19055 812 223
19056 797 223
19276 783 223
19389 773 223
19551 755 223
19766 737 223
19816 729 223
20050 711 223
20075 695 223
20241 635 223
20302 621 223
20388 593 223
20588 589 223
20626 565 223
21081 565 223
21219 551 223
21359 513 223
21361 513 223
21494 473 223
21755 473 223
22093 465 223
22125 465 223
22323 465 223
22410 435 223
22625 431 223
22641 431 223
22660 431 223
22706 311 223
22736 311 223
22781 311 223
22915 311 223
23039 311 223
23132 299 223
23529 283 223
23554 283 223
23706 270 223
23872 270 223
23906 270 223
24024 270 223
24097 270 223
24154 270 223
24169 270 223
24324 270 223
24485 260 223
24545 260 223
24631 260 223
24666 260 223
24670 260 223
24866 260 223
25305 254 223
25452 250 223
25610 242 223
25614 242 223
25799 242 223
25832 222 223
26097 222 222
26292 222 222
26616 222 222
26655 222 222
26971 222 222
27093 222 222
27126 206 222
27279 200 206
27460 200 200
27673 192 200
27782 192 192
27809 192 192
28164 180 192
28175 180 180
28275 176 180
28460 176 176
28494 176 176
28614 176 176
29247 160 176
29574 159 160
29736 151 159
29972 145 151
30127 145 145
30209 145 145
30343 141 145
30467 141 141
30785 141 141
30949 141 141
31121 135 141
31256 135 135
31271 133 135
31598 125 133
31877 121 125
31949 121 121
32065 121 121
32240 121 121
32435 121 121
32794 121 121
33006 121 121
33093 121 121
33108 121 121
33355 121 121
33641 111 121
33729 105 111
33763 105 105
33857 103 105
34019 103 103
34145 99 103
34256 99 99
34267 99 99
34411 93 99
34459 93 93
34527 93 93
34752 89 93
34776 89 89
34878 89 89
35062 89 89
35213 89 89
35419 89 89
35611 89 89
35680 89 89
35727 89 89
35822 89 89
36250 89 89
36274 87 89
36344 87 87
36453 18692 87
36488 18700 87
36505 17986 87
36548 18010 87
36551 18010 87
36554 259 87
36652 255 87
36722 259 87
36805 259 87
36900 4747 87
36932 4747 87
36967 4765 87
36976 4795 87
37015 3871 87
37054 4951 87
37079 4621 87
37117 3433 87
37140 3433 87
37157 3329 87
37251 3359 87
37314 3317 87
37515 3119 87
37590 6215 87
37611 6219 87
37685 6219 87
37736 6219 87
37846 6155 87
37862 4859 87
37867 4535 87
37869 4521 87
37909 4521 87
37922 4479 87
37930 3905 87
37938 3815 87
37977 3815 87
37999 3809 87
38050 3193 87
38053 3097 87
38117 3057 87
38152 2991 87
38177 2953 87
38229 2833 87
38357 2773 87
38445 2549 87
38458 2545 87
38469 2465 87
38533 2441 87
38563 2313 87
38674 2089 87
38689 2067 87
38732 1935 87
38868 1905 87
38870 1905 87
39015 1865 87
39110 1865 87
39184 1769 87
39207 1661 87
39214 1461 87
39238 1461 87
39296 1449 87
39419 1443 87
39424 1443 87
39481 1415 87
39593 1307 87
39604 1286 87
39631 1274 87
39692 1174 87
39798 1134 87
39869 1130 87
39954 1088 87
40025 1088 87
40093 1040 87
40132 960 87
40146 954 87
40365 914 87
40387 902 87
40515 886 87
40591 872 87
40697 832 87
40769 760 87
40817 760 87
40826 757 87
40856 757 87
40897 741 87
40927 677 87
40978 665 87
41012 553 87
41074 537 87
41084 489 87
41143 489 87
41459 451 87
41544 451 87
41572 411 87
42135 411 87
42416 411 87
42511 387 87
42554 383 87
42635 377 87
42744 363 87
43009 293 87
43081 293 87
43207 293 87
43289 293 87
43554 291 87
43776 291 87
43866 285 87
43934 285 87
43997 285 87
44107 273 87
44222 272 87
44989 272 87
45141 256 87
45449 254 87
45548 242 87
45754 242 87
45869 236 87
45899 236 87
46169 236 87
46204 220 87
46380 210 87
46448 208 87
46553 184 87
46651 184 87
47096 176 87
47301 172 87
47553 172 87
47563 172 87
47567 172 87
47891 158 87
48046 158 87
